psmfit_id,nite,mjdLo,mjdHi,ccdId,filter,a,aerr,b,berr,k,kerr,rms,chi2,dof,photometricFlag,psmVersion,timestamp,cFilter,stdColor0,asolve,bsolve,ksolve,run,project,magType
psmfit_id,nite,mjdLo,mjdHi,28,r,-25.502579,0.022484,-0.100262,0.005268,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,29,r,-25.490882,0.024811,-0.095858,0.005395,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,30,r,-25.438515,0.023943,-0.098347,0.003537,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,31,r,-25.458687,0.025001,-0.096187,0.007734,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,32,r,-25.486337,0.018533,-0.098086,0.004596,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,33,r,-25.440242,0.021299,-0.104951,0.007732,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,34,r,-25.542652,0.021520,-0.106882,0.009682,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,35,r,-25.508104,0.018292,-0.102395,0.007246,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,36,r,-25.456704,0.021246,-0.101674,0.004264,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,37,r,-25.453058,0.022477,-0.099785,0.005229,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,38,r,-25.294253,0.022323,-0.100429,0.004371,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,39,r,-25.435518,0.017276,-0.105508,0.005379,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,40,r,-25.492096,0.023147,-0.099914,0.006379,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,41,r,-25.556675,0.024041,-0.100779,0.002608,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,42,r,-25.559837,0.023628,-0.101721,0.002909,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,43,r,-25.509200,0.024164,-0.099254,0.004930,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,44,r,-25.545975,0.024047,-0.103044,0.010481,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,45,r,-25.457034,0.023735,-0.107373,0.009582,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,46,r,-25.464730,0.023451,-0.102644,0.007034,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,47,r,-25.481238,0.023706,-0.094733,0.006884,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,48,r,-25.434145,0.024332,-0.097989,0.005921,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,49,r,-25.529534,0.023903,-0.097010,0.004699,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,50,r,-25.501587,0.018359,-0.095344,0.006123,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,51,r,-25.473955,0.023992,-0.089949,0.002302,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,52,r,-25.522054,0.016531,-0.095599,0.007106,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,53,r,-25.521717,0.023546,-0.091599,0.002622,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,54,r,-25.547390,0.017502,-0.095882,0.005557,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,55,r,-25.526788,0.017851,-0.099686,0.005011,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,56,r,-25.449684,0.018778,-0.092802,0.004608,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,57,r,-25.540059,0.016182,-0.090387,0.004870,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,58,r,-25.355183,0.018956,-0.093092,0.003414,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,59,r,-25.482095,0.018497,-0.094416,0.005361,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,60,r,-25.450053,0.015507,-0.094368,0.008489,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,61,r,-25.396151,0.091890,-0.179288,0.103191,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
psmfit_id,nite,mjdLo,mjdHi,62,r,-25.549687,0.016625,-0.090567,0.003957,0.103855,0.018379,0.016923,0.726510,12785,1,v_DC6,timestamp,g,0.530000,0,0,0,run,OPS,mag_aper_8
