# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1406759	16.453979878532195	0.00372261574013883
3	57070.2262864	16.45141853667142	0.006523363196385652
4	57070.2949166	16.573309772063535	0.004665328296407547
5	57070.341931	16.386635423675326	0.005872513875904585
6	57071.0696431	15.845222599823021	0.0032515988672610343
7	57071.1372445	16.06852292683199	0.005095978940423807
8	57071.2050152	16.240297024868127	0.005303332797357575
9	57071.2752425	16.3738351250182	0.006001590457775899
10	57071.3442543	16.45782636272787	0.005518224982036548
11	57072.0663697	16.489523874615593	0.005229296883232031
12	57072.1338538	16.57217802444141	0.004378261381813948
13	57072.2033896	15.746449482378818	0.005370443485902979
14	57072.2721342	15.806226032245565	0.0057611019008072285
15	57072.3413305	16.06079355247436	0.005534124087331522
16	57073.0637392	16.343171542368026	0.004563457307063588
17	57074.0612409	15.697218064248982	0.004707571369542839
18	57074.3285271	16.412993099025783	0.004635105320190107
19	57075.0589759	16.46804147517601	0.0047522963246231275
20	57075.1263284	16.567151901671767	0.006418597712395554
21	57075.1944674	16.186566998554518	0.0051366098142973885
22	57075.2631529	15.666587976285733	0.007083099519497711
23	57075.3316381	15.927163472600373	0.0058443790335344515
25	57077.1110959	15.787245758344621	0.005310770295629857
26	57077.1723745	16.012711075981624	0.0054199982145507804
28	57080.1024985	15.623905773813782	0.005269039491181023
29	57080.1706174	15.916726729350664	0.006878224351205841
32	57090.2297045	16.485945711180705	0.005522846776373228
35	57095.1700511	16.22030993774368	0.006453193290955489
