# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1593888	19.156614401172057	0.007375738282425253
3	57070.2452939	19.18217047264064	0.006882477913933912
4	57070.3141609	19.20691621583567	0.007313100582672384
5	57070.3611263	18.857893180566826	0.006242899448736559
6	57071.0884497	18.77003923283145	0.005603488732097791
7	57071.1559281	18.971642480774907	0.006144877948203023
8	57071.2240972	19.014394404872522	0.0063687017474238355
9	57071.2943927	19.100450954263707	0.005635328789635041
10	57071.3632191	19.16761996631724	0.007034861043745974
11	57072.0852101	19.246982031313156	0.00792287611972578
12	57072.152555	18.887723763878927	0.0058929562460127
14	57072.2223061	18.75543895298754	0.0058894131499771015
15	57072.2912262	18.7796835667131	0.005501810952199774
16	57072.3603066	18.908769408243828	0.0069591919625676775
17	57073.0825483	19.08978090886616	0.03514119423709546
18	57074.0798627	18.758132451015545	0.010358476740399513
19	57074.3473916	19.17739559600471	0.012897056691605983
21	57075.0777191	19.257541124981618	0.011115542697768302
22	57075.1450198	18.918419751296497	0.007672347041184466
23	57075.2134724	18.669593468389362	0.006125382869868228
24	57075.2823316	18.753063951023044	0.006671978131289772
25	57075.3508478	18.896782667755023	0.010345260646890907
27	57077.1297836	18.84459353997601	0.006960529927127603
28	57077.1914337	18.958494181871945	0.006204531484737406
29	57078.1948284	18.68585579284067	0.005597251731122617
31	57080.1211734	18.860469901374046	0.01248975504902983
32	57080.1896245	18.999871341900278	0.008596809576095406
34	57090.246719	18.644514743443	0.010839843307866364
38	57095.1892597	19.02159719757092	0.006292888476654528
