# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1326339	17.567964936602422	0.003382778359783493
3	57070.2180953	17.552785440416784	0.004151070500062226
4	57070.2868452	17.620338319857815	0.004032306092039052
5	57070.3338368	17.36025850812883	0.003086797600744151
6	57071.0614963	17.190600031003868	0.0033443882431751573
7	57071.1291896	17.40299536896599	0.0034927497357896582
8	57071.1969179	17.54864034790653	0.003928196944416498
9	57071.2670536	17.573634151196565	0.003355214597694516
10	57071.3360311	17.554382919195046	0.004454670726297351
11	57072.0581776	16.88926861226309	0.002470772673352073
12	57072.1258073	17.174858941486626	0.004038627162329335
13	57072.1951827	17.402394722457394	0.0029785490372466624
14	57072.2637922	17.55441296158918	0.0036289043174587508
15	57072.3330242	17.560375120336335	0.0031743843966684335
16	57073.0556025	16.457112341599252	0.0034092864181561383
17	57074.0532771	17.642745491437925	0.004381801739272953
18	57074.3202949	17.367676462793096	0.003909561284468612
19	57075.0508109	17.5425157167519	0.0045440555750322015
20	57075.1182882	17.63521611993248	0.0053687179385878935
21	57075.1861573	16.41576989452001	0.0033085716506460324
22	57075.2549028	16.846055420994688	0.00390163737199997
23	57075.3235386	17.157439587462488	0.004190424553560046
25	57077.1030671	17.56314238889603	0.004676885241037658
26	57077.1642787	17.55924326282915	0.0034901647151435117
28	57080.0944461	16.99597515482334	0.004606983907524279
29	57080.16229	17.26723243612952	0.004220100496529385
32	57090.223319	16.903306653994044	0.004877677912388646
35	57095.1619457	17.409365071398632	0.0035781697685445964
