# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1580401	17.741031613126324	0.0040891010268722175
3	57070.2439525	17.81610673264816	0.00478173074930261
4	57070.3127744	17.864911375007765	0.003979240663288444
5	57070.3597705	17.88489837936527	0.004667792446662881
6	57071.0871079	17.8797680263121	0.004766068212455203
7	57071.1545744	17.92185636328519	0.0045990519272582344
8	57071.2227531	17.952702036689992	0.0038708112382160745
9	57071.2929766	17.65187821100542	0.0038647767660172035
10	57071.3618761	17.41955311520716	0.0033487618742260917
11	57072.0838676	17.48284489007177	0.004296156422976801
12	57072.1512081	17.393399047243665	0.0037003022358271997
13	57072.2209655	17.505069275316814	0.0037053653222838085
14	57072.2898749	17.620714318190736	0.004674508486101133
15	57072.3589623	17.720556540852566	0.004227348558726643
16	57073.0811934	17.702775058683674	0.0059320845410142185
17	57074.0785259	17.884827988361117	0.008556921005779455
18	57074.3459973	17.39785005803398	0.007645882139455155
19	57075.076376	17.41438221552514	0.0054263131066791285
20	57075.1436721	17.430477280329594	0.0058442509980940315
21	57075.2120756	17.54305815687197	0.003966249249293722
22	57075.2809447	17.63798111916025	0.0045201266786960605
23	57075.3495036	17.75096614551047	0.007022266497550951
25	57077.1284464	17.956665047636218	0.004923276382936249
26	57077.1900865	17.9206987129368	0.004788936668283801
27	57080.1198226	17.96048553666031	0.007237794698471985
28	57080.188233	17.754124464809543	0.004793496758698224
30	57090.2451895	17.78188941401421	0.008145941670156651
34	57095.1878741	17.452690359342647	0.0036921840584470587
