# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1420036	18.429161915079085	0.006631115425917169
3	57070.2276094	18.711279869972834	0.006550295887682306
4	57070.2962516	18.87668234061975	0.007451803396827087
5	57070.3433271	18.84879931971121	0.008940563677448554
6	57071.0709622	18.535248392762867	0.007244200138377894
7	57071.1385669	18.410493361926882	0.0053498806430329025
8	57071.2064075	18.572592852167435	0.0062520023789692245
9	57071.276567	18.831479704377244	0.005802864716457461
10	57071.3456455	18.868926460090414	0.00770766885651853
11	57072.0676982	18.56157557868105	0.007326711560064847
12	57072.1351824	18.438104107072686	0.005333816771482439
13	57072.2047875	18.53029889921736	0.005707758553085699
14	57072.2735374	18.785216685261986	0.006329513759679133
15	57072.3426596	18.880344566317063	0.008633013836148895
16	57073.0650564	18.659524301698696	0.011383840686610705
17	57074.0625528	18.76112909345673	0.011727436054615674
18	57074.3299007	18.84579506672868	0.01319273293761545
19	57075.0603005	18.825671235280222	0.010596406501467872
20	57075.1276512	18.44332570508862	0.006441949848837738
21	57075.1957933	18.40323754697615	0.0060147306375231665
22	57075.2645073	18.681589595263343	0.00880276963990904
23	57075.3330296	18.87018327525999	0.01004435102249659
25	57077.1124206	18.582611076310467	0.007725605689184909
26	57077.1737661	18.414778862347315	0.0055157607585999005
27	57080.103822	18.813215397882942	0.014241634790882883
28	57080.171941	18.455105404943374	0.009204782127894882
31	57090.231223	18.554983042758693	0.010270397390699912
34	57095.1714365	18.8622288875006	0.007149277053530461
