# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1139276	15.569715997813436	0.0026851292323673013
3	57070.1990872	15.89655830084428	0.005645830483048479
4	57070.2677195	16.08825541615336	0.003804800773306
5	57071.0427238	16.308232175238086	0.0025782288456923878
6	57071.1104904	16.401812882677824	0.004974744734759232
7	57071.1781385	16.09778939762482	0.00483212121076805
8	57071.2463396	17.84200016671369	0.0056634223615587035
9	57071.3169235	15.793866842150841	0.004194348634790397
10	57072.0394	16.19242868983911	0.0040883246071306365
11	57072.1071232	16.281829872423486	0.0063590817676875185
12	57072.1760503	16.315133455114147	0.0029074397990520974
13	57072.2446089	16.334616270882968	0.0039501738077571584
14	57072.3139016	16.363085284636707	0.004465542937021582
15	57073.0368807	15.759023967459694	0.002552346826170975
16	57074.0347289	16.412548217930294	0.0034395307363706404
17	57074.2988943	16.086587604069265	0.00417117055236078
18	57075.0320227	16.31295817201869	0.0033580597190494103
19	57075.0996316	16.288388551082544	0.004129624045079596
20	57075.1669356	16.433440295037116	0.003796116004926216
21	57075.2357919	15.706377322771342	0.0032660416689536645
22	57075.3044146	15.590823513909154	0.004489127692918131
24	57077.084393	15.816600950562353	0.004354898135279396
25	57077.1450648	16.00119210074745	0.003890307864112472
27	57080.0757607	16.137955915672652	0.0041802734947096595
28	57080.14321	16.25358453616989	0.0025534730782142833
31	57090.2108316	15.682401397254319	0.0030667304980547673
34	57095.1494496	16.28211906529731	0.0028343524183261563
