# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.121937	18.288362792249803	0.006455547063384791
3	57070.2072152	18.084866586884136	0.0056495731026925825
4	57070.275854	18.28620392789307	0.005729792928928696
5	57071.0507509	18.277807917688836	0.005552207878471426
6	57071.1185064	18.09994195857664	0.004882768401980885
7	57071.1861697	18.400157931586314	0.006343377831702865
8	57071.2546678	18.08362244614804	0.005251021038077284
9	57071.32507	18.2790017084989	0.006247975171470667
10	57072.0474274	18.088518340868188	0.005690882860062239
11	57072.1151332	18.253636041335362	0.005386764300406513
12	57072.1841857	18.151359174137937	0.005154519883113049
13	57072.2529308	18.28896726507864	0.005482056302549219
14	57072.3220579	18.124671264513644	0.0055555801322770305
15	57073.0448694	18.22593754821529	0.012335097983837178
16	57074.0426536	18.347186941178546	0.008738257033739266
17	57074.3082562	18.38461968449799	0.03302571516678886
18	57075.0400509	18.104468375539064	0.007161282974488505
19	57075.107637	18.375765839695806	0.005693055422050247
20	57075.1751644	18.101601044909717	0.005538997683044434
21	57075.2439478	18.249206974794983	0.005431595815406024
22	57075.3125409	18.148059536564187	0.0063834490193106636
24	57077.0923897	18.140890789203745	0.008018311676393693
25	57077.1533081	18.239260476576344	0.005452933562017424
27	57080.0837553	18.23090285753899	0.016071113963758106
28	57080.1514506	18.170764163485316	0.00805852806392502
31	57090.2154364	18.37376778105333	0.010862897589008672
34	57095.1536132	18.305341173305656	0.006162342932963004
