# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1567111	15.417271269846609	0.003991479313054363
3	57070.2426175	15.324065207154835	0.005238686447875937
4	57070.3113891	15.62973337867425	0.004617447887562514
5	57070.3583787	15.400508436746794	0.005015672415421969
6	57071.085781	15.362259038335225	0.00460436653334723
7	57071.1532507	15.481306955194498	0.0036762059629249786
8	57071.2214237	17.35406907357079	0.009540758087899889
9	57071.2915803	15.452931652415952	0.004937614821967472
10	57071.3605515	15.41623878842707	0.004009553299004716
11	57072.0825445	15.609920672558435	0.004522758056722193
12	57072.1498808	15.326054515441108	0.006645750828559751
13	57072.2196423	15.53130463611047	0.005840154017984953
14	57072.2885502	15.358811404371089	0.004688617529174199
15	57072.3576403	15.513486535180228	0.004976109311838607
16	57073.0798614	15.301965187358945	0.006411976183757029
17	57074.0772132	15.6686611366483	0.005504012810722635
18	57074.3446857	15.666515550872234	0.005702941418400977
19	57075.075046	15.28715780908723	0.004466723990494043
20	57075.1423407	15.673926668842128	0.005762724344410985
21	57075.2106837	15.277572255383355	0.00475285746622947
22	57075.2795639	15.742711276834516	0.0037548143688096573
23	57075.3481681	15.277374697402696	0.004427172914541062
25	57077.1271138	15.51093828944984	0.003791784691726369
26	57077.1886985	15.415951032555963	0.00526859699586754
27	57078.1934401	15.454440933248428	0.003284201085803967
29	57080.1184953	15.584955102335574	0.0053939335366842995
30	57080.1868442	15.326361159595415	0.005470877270171452
32	57090.2436755	15.41420779920877	0.004613477288785124
36	57095.1864834	15.330425592696294	0.006287817832130332
