# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1513671	16.853724086140602	0.004577092123510486
3	57070.2371948	17.55418955277397	0.0038242194021470585
4	57070.3058296	16.774976577619938	0.005162073981672503
5	57070.3528677	16.932741722290658	0.008099425936621251
6	57071.0804328	17.660400062453576	0.004659551463417171
7	57071.1479168	16.75841758874579	0.005938841007304497
8	57071.2160155	17.464189002084687	0.004352974477670159
9	57071.2861523	16.775770310422796	0.006152441686847076
10	57071.3551409	17.657481365496196	0.0050850042429452045
11	57072.077189	17.022273450339018	0.0061436886396336685
12	57072.1445419	16.844263218435437	0.007264611866602333
13	57072.2143034	17.095640766934412	0.005033313217605058
14	57072.2831408	16.81799393627225	0.00448272986011374
15	57072.3522409	17.058294629791625	0.0066857228166233955
16	57073.0745012	16.806834708857117	0.005186508015107981
17	57074.0719185	16.757165423131024	0.0047137052326659875
18	57074.3392899	16.760228644742128	0.005535667017395714
19	57075.0696416	16.856561372432406	0.004036933361517746
20	57075.1370012	16.980499486831707	0.0040933091503873986
21	57075.2051724	16.871600942420226	0.005036360544911976
22	57075.2740416	17.02740474283504	0.004312169466504486
23	57075.3427522	16.827403316860213	0.0049476834435150125
25	57077.1217682	16.771686394623156	0.006114208641307667
26	57077.1832871	17.505193220023294	0.004267186185287786
27	57078.190664	17.028158027903878	0.004230178630824193
29	57080.1131535	17.440377955779052	0.00546123906248997
30	57080.1813153	16.76238538345386	0.005619148121039907
32	57090.2405621	17.375644937523635	0.00568446016568554
36	57095.1809613	16.787835060437672	0.005172501031183995
