# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.121937	15.179343661529497	0.003564796810649605
3	57070.2072152	15.26581118928917	0.0044752566118451695
4	57070.275854	15.145030387801203	0.0029900628785990376
5	57071.0507509	15.156207416801337	0.003921699806425712
6	57071.1185064	15.583356164384703	0.004136545900016809
7	57071.1861697	18.014266128793818	0.006122435222327755
8	57071.2546678	15.715424804984007	0.004002262975450373
9	57071.32507	15.084620103771936	0.005412264240696674
10	57072.0474274	15.679123556259093	0.003039046807392879
11	57072.1151332	15.079592074016087	0.004183006206471407
12	57072.1841857	15.662679620274016	0.0030594982940400765
13	57072.2529308	15.093598254123407	0.0035588534197674338
14	57072.3220579	15.410218228361813	0.0036537379198928943
15	57073.0448694	15.088211842669843	0.004352292030892069
16	57074.0426536	15.48812838910466	0.004063880501306044
17	57074.3082562	15.076420985783972	0.006423193637643437
18	57075.0400509	15.147370373111368	0.0032252885083298016
19	57075.107637	15.222194469558847	0.0029589912435981467
20	57075.1751644	15.36891470121705	0.0031446443603156743
21	57075.2439478	15.10598013743219	0.0036659650936542417
22	57075.3125409	15.592065302636279	0.0038325197288733228
24	57077.0923897	15.078300392614047	0.0032782075176533637
25	57077.1533081	15.484456972429314	0.002888437589672658
27	57080.0837553	15.192892615187713	0.0035126654132086525
28	57080.1514506	15.393981035339696	0.003587567119847434
31	57090.2154364	15.397027568240778	0.0039255174033542084
34	57095.1536132	15.089145456817732	0.003922930900179932
