# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1112247	16.140392143825306	0.00592107566660217
3	57070.1963382	16.27461150869854	0.004770978356400186
4	57070.2649734	16.16236804138074	0.004240817042790697
5	57071.0399648	16.2699319753493	0.005096569909130925
6	57071.1077878	16.15998230179041	0.005544417702206351
7	57071.1753841	16.313582368856146	0.00439457922004954
8	57071.2436165	16.160036136501756	0.004930035705460825
9	57071.3141601	16.29997523736287	0.0032507128197041667
10	57072.0367111	16.229461523605476	0.003956130303202941
11	57072.1044496	16.234687361644912	0.005021169714335762
12	57072.1733069	16.21530876422966	0.0060679041118979855
13	57072.2419151	16.209317086687477	0.0031357795581992
14	57072.3111475	16.26017529150945	0.003789435765975929
15	57073.0342008	16.14650558609862	0.003635168709273552
16	57073.1018959	16.28176916937669	0.004373179600646564
17	57074.0320572	16.15095964881166	0.002999804433377328
18	57074.2962179	16.155429984403888	0.003115994176112051
19	57075.0293416	16.149953201407907	0.0038082097905769103
20	57075.0969357	16.321429653005023	0.004929386315931253
21	57075.1642495	16.16150313413989	0.004921373089136693
22	57075.2330276	16.321069634593456	0.0045940358760120275
23	57075.3016528	16.130821963954073	0.003465069836554818
25	57077.0817069	16.22570810175005	0.004358803910501822
26	57077.1423276	16.197906973882663	0.004508982210641407
28	57080.0730802	16.145586359617575	0.003002197231100516
29	57080.1404613	16.321343043750108	0.004189813910759676
