# EPOCH	MJD	MAG_KRON	MAGERR_KRON
3	57070.2113827	15.392914617814593	0.004625866818793851
4	57070.2800182	15.209500503887313	0.0036101842863870237
5	57071.0547404	15.421482831491101	0.002867795287018082
6	57071.1225111	17.389376362700904	0.004784438070841799
7	57071.1902024	17.92959681369806	0.0062082930198745605
8	57071.2601576	15.392308712790818	0.0034970396928391727
9	57071.3290763	15.09981046787821	0.0027101100692697743
10	57072.0514953	15.421697581397353	0.003020416966662832
11	57072.1191074	15.168277290428605	0.0028554685650305995
12	57072.1883494	15.18795679879717	0.003611526155626795
13	57072.2571045	15.436440764625889	0.0036447007543984424
14	57072.3260658	15.099305080317851	0.0038895693645176472
15	57073.0488678	15.393702521484055	0.0034780234553763102
16	57074.0466056	15.369254416819658	0.0044377988061803176
17	57074.3135806	15.085921108780703	0.004337639281105323
18	57075.0440347	15.354431991614174	0.0038412355112712043
19	57075.1116362	15.217360633427592	0.003823168371349377
20	57075.179325	15.142067400543532	0.003652269827697304
21	57075.2479373	15.488650301752202	0.0033923794980142896
22	57075.316578	15.080055698586218	0.0030456071972660252
24	57077.0963837	15.349538583344867	0.004679468027668607
27	57080.0877527	15.432703133717759	0.00416640226059204
28	57080.15544	15.08090927154618	0.0041442281995858294
31	57090.2200634	15.433263942523219	0.003503182092973228
34	57095.1577775	16.68976400425506	0.0029653865172046953
