# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1660888	15.702432903626296	0.0028358782943757976
3	57070.1836009	15.725531414909344	0.0029536385647980384
4	57070.2521272	15.883193304687463	0.004175863912214742
5	57070.3209626	15.692034737505939	0.004652735977495405
6	57070.3679811	15.657515495162091	0.005621185099444595
7	57071.0951591	15.750214859999748	0.0038326366147179805
8	57071.1626183	15.65479250542715	0.004698652413253797
9	57071.2309449	15.898322435133483	0.004094117980320906
10	57071.3011757	15.776861604326886	0.0047368193264714425
11	57071.3699748	15.703046158173432	0.005117395919741384
12	57072.0919318	15.772779079080927	0.0045820683282402535
13	57072.160557	15.696984020034243	0.0054289569750529286
14	57072.2290578	15.863843637098626	0.004984106333877553
15	57072.2981874	15.700194074464314	0.0044075532767425905
16	57072.3669837	15.692251892310587	0.005128406306880778
17	57073.0893543	15.715519808199733	0.0041446205142600875
18	57074.0864873	15.755729819615116	0.004357796193659461
19	57074.3553646	15.731956903762455	0.0034628685200920593
21	57075.0844046	15.690055632634564	0.004154411868871291
22	57075.1517074	15.706765866808023	0.004882504625624729
23	57075.2202993	15.960569348242242	0.00460210025438218
24	57075.2890649	15.72512513942662	0.0038323360116829
25	57075.3576762	15.749973431069435	0.0034088958521853807
27	57077.1364573	15.713211830099421	0.004776858921261174
28	57077.1980977	15.963789267056175	0.006233783200204511
29	57078.2002822	15.868133359420291	0.0035503054730003977
31	57080.1278548	15.748441483222706	0.004553521951984363
32	57080.1964492	15.803252500199562	0.0052041630546906074
34	57090.2529269	15.791509618103428	0.005133539895696962
38	57095.1962245	15.738868947651657	0.004230151070956842
