# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1580401	16.45777933465931	0.003137782507389096
3	57070.2439525	15.902263006152094	0.005209499340712907
4	57070.3127744	16.43799266791873	0.00471501359093546
5	57070.3597705	16.016431959939908	0.0036763208042553757
6	57071.0871079	16.056483000062258	0.003623563888026171
7	57071.1545744	16.191225107054507	0.0049811973969204944
8	57071.2227531	16.199586965457208	0.005836450341706722
9	57071.2929766	16.441211623016653	0.004572752608184773
10	57071.3618761	15.92854269723098	0.00358162070157227
11	57072.0838676	16.308647083037194	0.004344869969867232
12	57072.1512081	16.007765271620485	0.005059979195324156
13	57072.2209655	15.977922113475891	0.006127252062883662
14	57072.2898749	16.28779187060771	0.004081831767637305
15	57072.3589623	15.927048265205745	0.004510036878735948
16	57073.0811934	16.459568482172546	0.004595457744829375
17	57074.0785259	16.430383855291748	0.004512309294325517
18	57074.3459973	16.01278084339665	0.004777104624003095
19	57075.076376	16.118165242998774	0.004001809080573167
20	57075.1436721	15.922259030906684	0.004010681517744864
21	57075.2120756	16.85069909421226	0.004815824024934767
22	57075.2809447	15.916095788682206	0.004217162054519486
23	57075.3495036	16.33605614213691	0.003388529418513891
25	57077.1284464	16.071745437218283	0.004958769168796251
26	57077.1900865	16.213622918434	0.005353173143378482
27	57080.1198226	16.326370754347607	0.005796903122788178
28	57080.188233	15.91083561472728	0.004606616104337183
30	57090.2451895	16.211291066658156	0.0050879260472681724
34	57095.1878741	15.9109511576995	0.003340774521068772
