# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1406759	17.61594626434169	0.004981976925462632
3	57070.2262864	17.844115635647967	0.0046937504478706035
4	57070.2949166	17.56913341796276	0.004525543770515497
5	57070.341931	17.79342089155955	0.004544511835351342
6	57071.0696431	17.582865320354404	0.005000982699871443
7	57071.1372445	17.89047587666715	0.004932628527081462
8	57071.2050152	17.65881789919311	0.004941479957086054
9	57071.2752425	17.65268184493872	0.004107483424665617
10	57071.3442543	17.756618178815135	0.004157734739109148
11	57072.0663697	17.700078960552606	0.005377157215062248
12	57072.1338538	17.813717389845877	0.004684942067069073
13	57072.2033896	17.581998084012604	0.005192824479676357
14	57072.2721342	17.918031079762287	0.0049270513918119605
15	57072.3413305	17.587671676888586	0.005393498963909833
16	57073.0637392	18.019915437958215	0.006440983819543103
17	57074.0612409	17.65871555688341	0.005107122951346235
18	57074.3285271	18.016736004335485	0.009210313235272348
19	57075.0589759	17.56802995103726	0.005255971725595258
20	57075.1263284	17.929810953108802	0.005728142600800761
21	57075.1944674	17.591774589941757	0.00494556522791121
22	57075.2631529	17.892705119938473	0.005986085922974582
23	57075.3316381	17.64867103820766	0.005823061115744142
25	57077.1110959	17.591004973676508	0.003749496035806943
26	57077.1723745	17.956060830210614	0.005333101091485665
28	57080.1024985	17.60197336610254	0.006592542759950119
29	57080.1706174	17.731487401144953	0.006666635335967567
32	57090.2297045	17.734381794875247	0.007358530542528645
35	57095.1700511	17.631640357555245	0.004314082728031553
