# EPOCH	MJD	MAG_KRON	MAGERR_KRON
2	57070.1353206	15.397630130032525	0.004446720286726227
4	57070.2895389	15.326590978016664	0.004924673312288764
5	57070.3365314	15.395299104716596	0.005986752258153041
6	57071.0641999	15.461030357212792	0.0035092515131133185
7	57071.1318719	8.42459039508524	0.004163505268068681
8	57071.1996069	17.862083303552954	0.006302688214032224
9	57071.2697431	17.314315855906646	0.005019636983033996
10	57071.3388119	15.46348024590105	0.0038774568094474956
11	57072.0609373	15.368128339684564	0.005381499194537748
12	57072.1284823	15.296108265744078	0.00572074447763526
13	57072.1978605	15.330122548717505	0.005367828614435858
14	57072.2665971	15.445869957146506	0.004119690962627977
15	57072.3358062	15.446831642282085	0.006285376184403922
16	57073.0582944	15.314847009953127	0.004056819460746784
17	57074.0559284	15.291555118725249	0.003931516239651579
18	57074.3229945	15.306827355336903	0.004412619190890489
19	57075.0535748	15.337409176201493	0.0032440282318794114
20	57075.1209698	15.43399213099988	0.0030574284468393763
21	57075.1889276	15.436345509153405	0.0049784473328485694
22	57075.2575956	15.341005116885743	0.0032210682060063007
23	57075.3262361	15.300042733249136	0.004561347287485686
25	57077.1057418	15.412370879666735	0.0047933163616013805
26	57077.1669688	15.339053791103627	0.00584343024145489
28	57080.0971428	15.30345425062195	0.004463431548391167
29	57080.1651	15.368558438192892	0.0039783850769002874
32	57090.2264287	15.29095637157992	0.0039052540532937483
35	57095.1646332	15.464212733200096	0.006078820786448564
